uid,latitude,longitude,date,split
gkxx,35.6756346635061,-79.219975378646,2020-01-09,train
gkya,44.14,-87.233333,2019-04-04,test
glmu,35.28,-79.0452265665626,2021-09-08,train
glpv,37.4125,-120.759,2020-05-12,train
glqn,41.7098691666667,-85.0363,2020-08-03,train
gmgh,35.8846486927648,-78.9549913341574,2017-09-20,train
gmhy,39.077955,-96.88081,2019-09-23,test
gmjz,35.7239669302265,-79.1302034287893,2018-08-27,train
gmmx,37.2639,-120.906,2018-10-24,train
gmyo,35.6880104917136,-79.1969886183578,2020-10-22,train
gmzk,38.9353,-121.408,2019-01-08,train
gnge,41.343441,-73.124386,2017-08-30,train
gnjz,35.72,-78.7196032520601,2017-06-28,train
gnth,41.33533,-75.8939,2019-09-12,test
gnvh,37.9718,-121.374,2019-09-16,train
gnxg,37.4419,-121.003,2020-07-14,test
gofk,37.6003,-121.224,2018-01-09,test
goiu,37.2616,-120.906,2018-02-13,train
gost,36.06,-78.76,2019-09-10,train
gove,37.9631,-101.75919,2017-06-19,test
gozc,37.4583,-120.967,2019-03-08,train
gpco,36.06,-78.76,2021-05-26,train
gpek,36.04,-79.0895193347738,2018-07-17,train
gpfh,37.6106,-121.229,2021-06-08,test
gpfx,38.7605000178019,-75.2028333346049,2018-06-13,train
gphb,38.7688166936239,-75.1965666611989,2019-05-08,train
gqca,35.6354198755026,-79.2946699911095,2017-11-15,train
gqgd,35.68,-79.1084525158284,2017-09-13,train
gqrt,26.94674,-82.02308,2017-08-02,train
gqvu,35.6732659566019,-79.2243749951313,2021-06-17,train
graq,32.45532,-95.6831,2017-09-19,train
grkl,42.733333,-87.0,2019-04-04,train
grrx,35.74,-79.02,2020-05-18,train
grte,37.8717,-121.526,2019-03-19,train
grvr,41.512172,-73.476168,2017-07-27,train
gryd,40.04056,-77.26778,2019-08-13,train
grye,35.8728161039824,-78.8602892652249,2019-08-22,train
gryp,35.8842760128032,-78.9520085918289,2017-07-20,train
gsas,35.64,-78.8,2020-07-14,train
gshd,35.6724142867038,-79.2259568797103,2021-11-08,train
gskb,37.8189,-121.358,2019-03-19,test
gsmz,35.9067299804927,-79.131718817126,2020-05-18,train
gsto,38.307,-121.794,2018-09-18,test
gswd,37.2486,-120.851,2019-09-10,train
gtch,35.79,-79.0278258361938,2018-12-06,train
gtmt,37.6106,-121.229,2021-03-09,test
gtoa,39.0223556408333,-86.4816555555556,2021-06-14,test
gttm,35.6921357677828,-79.1893263649284,2018-03-22,train
gttx,39.07868,-96.886523,2019-09-09,test
gtur,39.4159,-99.43133,2018-06-25,train
gtvc,37.9674,-121.464,2021-01-19,train
gtxu,35.51,-79.0962423442344,2017-10-27,train
gube,35.98,-78.7941718102747,2018-07-26,train
guce,38.307,-121.794,2018-05-15,test
gucr,36.13,-79.06836162853,2021-06-23,test
gulk,38.7688166936239,-75.1965666611989,2018-11-07,train
guol,38.7688166936239,-75.1965666611989,2019-07-10,train
guoo,35.9030342375396,-79.1021399557009,2018-10-18,train
guqm,40.7024915402778,-85.935575,2021-07-06,train
guth,35.48,-79.0589691888424,2021-08-11,train
gutv,35.98,-78.7879577637568,2018-03-28,train
guul,43.503333,-79.353333,2019-08-13,train
guys,35.6889952350333,-79.1951595643134,2020-05-13,test
gvbq,38.1033,-86.9948544444444,2020-07-13,train
gvfe,37.9286,-121.561,2019-02-05,test
gvha,37.6106,-121.229,2021-01-29,test
gvki,39.40763,-99.44667,2018-09-04,test
gvlz,35.9097114201859,-79.1555807557546,2021-10-12,train
gvpz,37.9792,-121.57,2017-06-20,train
gvwd,37.5394,-121.122,2020-04-14,train
gwkw,35.8715427807801,-78.8500982289356,2018-12-06,train
gwmk,39.0803190688889,-86.4308666666667,2021-06-14,train
gwpt,41.55087787,-86.3616260258333,2017-05-22,test
gwyu,38.6382833480835,-75.1691833337148,2020-02-10,train
gwze,40.38382,-76.0402,2019-07-02,test
gxcg,35.6744370027118,-79.2221999038352,2020-08-13,train
gxdf,37.2486,-120.851,2020-09-08,train
gxgb,35.643670427641,-79.2793454842506,2019-12-05,train
gxgs,41.992305,-78.929219,2019-06-19,train
gxym,35.6408492711033,-79.2845854769185,2021-07-12,train
gycs,37.2583,-120.475,2017-02-14,train
gygq,36.04246,-85.5897,2017-06-06,train
gygt,35.9068542071465,-79.1327130645688,2020-05-18,train
gynj,35.43,-79.086404999509,2021-09-29,train
gyww,41.55087787,-86.3616260258333,2021-06-21,test
gzlg,35.7221571316929,-79.1335649335196,2018-06-07,train
gznc,38.31806,-96.99139,2017-09-11,train
gzrk,41.922276,-78.946581,2019-09-18,test
gzsr,38.7784833272298,-75.3098166783651,2017-07-26,train
gztn,42.027378,-78.967089,2017-09-11,train
gzyg,35.76,-79.081115572948,2020-07-14,train
gzzp,39.4159,-99.43133,2017-07-31,train
hadi,41.67757,-73.1447,2017-08-14,test
hahm,41.55087787,-86.3616260258333,2017-08-15,test
haof,35.74,-79.2415831595621,2017-01-24,train
haqo,38.31806,-96.99139,2019-08-12,train
hawl,35.875890713666,-78.8848968894357,2021-06-17,train
hbea,35.79,-79.0249092365014,2018-01-10,train
hbmc,37.3906,-120.958,2017-09-12,train
hbof,37.4583,-120.967,2019-01-07,train
hbse,41.84017,-78.99322,2019-08-19,test
hbyf,37.28467602,-97.38823821,2021-07-26,train
hccu,36.03,-78.6989726176207,2021-06-28,train
hcdk,35.8841207294858,-78.9507657825253,2017-07-20,train
hcie,37.2616,-120.906,2017-03-14,train
hcjp,36.06,-78.68,2020-07-21,train
hcuj,35.8730956139536,-78.8625263219714,2019-09-04,train
hcvr,39.7469388888889,-87.0759805555555,2020-05-18,train
hdjp,35.6862805372331,-79.2002018214089,2021-12-02,train
hdpa,39.3992,-99.42481,2017-07-31,test
hdpe,37.2639,-120.906,2018-08-23,train
hdvk,42.024803,-78.964352,2019-06-19,test
hdwb,35.7191762870493,-79.139101529546,2018-06-11,train
hdxk,35.79,-79.0321265848929,2020-03-11,train
hefu,37.2639,-120.906,2018-02-06,train
hefx,35.8931271618924,-79.0228487221327,2021-10-12,train
heil,38.37080661,-98.79520846,2017-10-30,train
hejf,35.6477957037102,-79.2716832308212,2017-10-18,test
heot,38.307,-121.794,2019-08-21,test
hetm,35.8878164724389,-78.9803446439504,2019-05-16,test
hets,37.9792,-121.57,2020-09-15,train
hfba,35.79,-79.0266888566527,2018-07-11,test
hfcc,38.7040833155314,-75.0756833314896,2019-09-04,train
hfiy,41.841242,-78.994719,2018-09-26,test
hfkg,35.7217845261124,-79.1342570080229,2017-05-02,train
hfme,39.7469388888889,-87.0759805555555,2021-06-01,train
hfov,41.3305639294444,-85.3836083333333,2021-06-21,train
hfqt,36.17,-79.0522461793817,2018-06-28,train
hfqw,38.5287033398946,-75.4809633255005,2020-07-09,train
hfus,35.95,-79.24,2018-09-21,train
hgco,35.6431913633233,-79.2802352943263,2020-03-11,test
hgdd,38.307,-121.794,2020-09-24,test
hgee,41.841242,-78.994719,2019-06-20,test
hggg,35.9066678671657,-79.1312216934045,2020-05-18,train
hgil,35.6769920124063,-79.2174542500983,2019-06-11,train
hgng,38.2560566666667,-86.7764030555555,2021-08-30,train
hgrx,36.03,-78.72,2017-03-28,train
hgsk,42.027378,-78.967089,2020-09-01,train
hhhp,37.9495,-121.182,2020-06-17,train
hhhx,40.06492,-75.72932,2021-08-25,test
hhma,37.8717,-121.526,2019-12-02,train
hhqw,37.2639,-120.906,2018-12-12,train
hhsn,39.40763,-99.44667,2018-07-02,test
hhyg,35.7031010177216,-79.1689596009741,2019-09-25,train
hipi,35.6409557298406,-79.2843877413461,2021-07-12,train
hiwg,35.74,-79.02,2020-10-22,train
hjbs,37.6003,-121.224,2020-04-14,test
hjft,40.46972,-75.1875,2017-09-12,train
hjgq,35.679227645889,-79.2133018030785,2018-02-21,test
hjio,31.58629,-98.62431,2017-08-15,train
hjmz,41.707665,-73.382964,2018-07-24,train
hjnx,39.09447,-96.90462,2017-07-05,train
hjoz,35.67,-79.0492307119031,2020-05-14,train
hjry,41.55087787,-86.3616260258333,2020-08-03,test
hjud,36.11,-78.901301972243,2018-05-21,train
hkff,40.04056,-77.26778,2021-08-05,train
hkhg,38.691,-100.924,2018-10-08,train
hkjj,35.6608368990257,-79.2474606232057,2020-05-18,train
hknm,35.7222103610615,-79.1334660657334,2018-05-21,train
hkoj,41.5726,-75.70775,2021-08-23,train
hkok,35.6657872303088,-79.2382659190904,2017-08-16,train
hkoo,41.707665,-73.382964,2017-08-31,train
hkox,40.38412,-76.04043,2021-08-04,test
hktu,35.9020404243085,-79.094185976158,2018-03-22,train
hkxq,38.814,-86.0806397222222,2019-06-10,test
hleo,41.343441,-73.124386,2017-08-21,train
hlgx,35.6594263207569,-79.2500806195396,2021-03-17,train
hlng,40.04056,-77.26778,2017-08-03,train
hlsk,37.8717,-121.526,2021-03-16,train
hltf,35.664802486989,-79.2400949731349,2018-04-11,train
hltx,35.6590004858078,-79.2508715618291,2021-06-17,train
hmdu,40.7201033333333,-85.1058325,2019-05-20,train
hmnn,39.4159,-99.43133,2017-10-30,train
hmoe,42.77160648,-71.42369856,2017-08-16,test
hmqr,35.8933756152002,-79.0248372170184,2021-12-02,train
hmsj,41.89424,-78.93875,2019-08-19,test
hmyh,41.0491,-121.762,2018-07-25,train
hniv,37.9674,-121.464,2021-07-21,train
hnju,35.8918848953535,-79.0129062477041,2021-05-24,train
hnlk,37.8717,-121.526,2019-07-16,train
hnnn,37.5368,-121.049,2020-06-09,train
hnrp,35.48,-79.0583759821253,2021-06-09,test
hntn,37.6003,-121.224,2019-01-17,test
hnxe,37.9792,-121.57,2017-02-28,train
hobv,38.4836166699727,-75.118799996376,2018-06-13,train
hodn,35.6732127272332,-79.2244738629175,2021-06-17,train
hohc,41.55087787,-86.3616260258333,2021-07-19,test
hokw,38.37611,-97.07583,2017-07-24,test
hoqy,35.6585214214901,-79.2517613719048,2021-09-09,train
hora,35.6753152872943,-79.2205685853632,2020-03-11,test
horl,37.9792,-121.57,2019-02-05,train
howt,35.6466778869689,-79.2737594543311,2018-07-11,train
hpdc,38.37611,-97.07583,2019-07-29,test
hpjr,35.98,-78.8013801042354,2019-02-26,test
hpmv,38.04772,-97.20234,2021-08-09,test
hpzr,41.707665,-73.382964,2019-07-16,train
hqdk,38.814,-86.0806397222222,2021-07-12,test
hqzk,35.98,-78.804362846564,2019-04-17,train
hres,35.7228757281695,-79.1322302184061,2018-08-27,train
hrll,35.8568529789583,-78.7325284688173,2019-06-06,train
hrqx,35.79,-79.0383552554226,2021-11-08,train
hruk,37.3294,-122.086,2019-02-11,train
hrxr,41.557325,-78.596521,2020-09-16,test
hsqc,35.98,-78.7867149544532,2018-02-06,train
hsrp,37.1145,-120.89,2021-03-19,train
hssy,37.2616,-120.906,2020-04-14,train
hswr,35.6400242158895,-79.2861179276044,2017-08-21,train
htgs,38.31806,-96.99139,2017-07-24,train
htne,41.90316,-72.71538,2019-07-30,test
httr,37.7705,-121.292,2021-01-28,test
htvg,36.03,-78.6751106789921,2019-12-10,test
htvi,36.1,-78.8963307350286,2018-08-27,train
htxi,35.68,-79.1088479869731,2021-06-29,train
htzk,38.7819903391667,-85.6982861111111,2021-08-10,train
htzl,38.990048,-80.475553,2019-08-26,test
huch,35.6736651768666,-79.2236334867349,2021-04-28,train
hufj,35.79,-79.0281718734455,2019-01-15,train
huiz,35.7263888664994,-79.1257049445178,2019-06-19,train
huja,36.03,-78.6862959627243,2020-08-27,train
huvi,41.992305,-78.929219,2017-08-07,train
huwe,37.4125,-120.759,2017-10-10,train
hvci,35.51,-79.0945615918693,2018-07-19,train
hvea,36.14,-79.0695480419643,2021-07-14,train
hvei,35.79,-79.0385035571019,2021-12-02,train
hvfn,37.8189,-121.358,2019-08-20,test
hvia,37.5582,-121.164,2018-08-14,test
hvjh,38.7688166936239,-75.1965666611989,2017-06-28,train
hvop,37.4419,-121.003,2017-07-11,test
hvtd,38.9353,-121.408,2018-03-19,train
hvwv,40.38412,-76.04043,2021-08-22,test
hwck,38.691,-100.924,2018-09-10,train
hwqs,35.8571014322661,-78.734516963703,2019-07-15,train
hwug,38.3068,-121.693,2019-08-22,train
hwwv,33.06712,-95.73801,2017-06-15,train
hwxa,38.7819903391667,-85.6982861111111,2021-06-28,train
hwyy,36.03,-78.6954927515707,2021-04-20,train
hxkv,35.701876742243,-79.1712335600564,2020-05-18,train
hxnz,40.38382,-76.0402,2019-08-27,test
hxum,35.9022578209528,-79.095925909183,2018-05-09,train
hxus,35.6446285562764,-79.2775658640993,2019-08-22,train
hxwz,37.6003,-121.224,2017-05-09,test
hxxe,35.6803454626303,-79.2112255795686,2017-06-21,train
hxxy,39.0223556408333,-86.4816555555556,2017-06-12,test
hxzi,37.8717,-121.526,2017-03-21,train
hydz,37.2616,-120.906,2020-05-12,train
hyfs,39.16522,-96.91105,2017-08-21,train
hyhz,42.027378,-78.967089,2018-10-25,train
hyjx,35.49,-79.0634182392207,2021-08-30,test
hykt,39.0223556408333,-86.4816555555556,2018-06-11,test
hynm,35.79,-79.0253047076461,2018-03-22,train
hyrz,36.03,-78.72,2019-09-10,train
hzbz,40.3711,-76.04267,2021-09-29,test
hzci,36.03,-78.7007125506457,2021-07-22,train
hzck,35.7255105819169,-79.1273362629899,2017-07-06,train
hzdi,38.5287033398946,-75.4809633255005,2019-08-22,train
hzjt,35.6899533636687,-79.1933799441621,2019-08-22,test
hzlb,39.7469388888889,-87.0759805555555,2019-06-24,train
hzlq,36.13,-79.11087477659,2020-05-27,train
hzns,38.2104,-121.262,2019-02-05,train
hzqy,35.8906736854782,-79.0032123351362,2020-07-15,train
hzso,35.74,-79.02,2019-12-05,train
hzsx,41.55087787,-86.3616260258333,2019-07-15,test
hztd,37.1145,-120.89,2021-06-08,train
hzun,35.8891519089681,-78.9910328039612,2019-11-14,train
hzvy,35.6588940270705,-79.2510692974015,2021-07-12,train
iahs,40.40194,-76.05892,2021-08-04,test
iapo,38.7688166936239,-75.1965666611989,2017-08-09,train
iauo,36.04,-79.0891238636291,2018-05-03,train
ibax,35.7170471123039,-79.1430562409935,2018-07-30,train
ibfa,36.06,-78.68,2020-09-15,train
ibjk,37.7705,-121.292,2020-07-21,test
ibus,38.3068,-121.693,2018-03-14,train
icag,35.6397048396777,-79.2867111343215,2017-10-18,train
icar,45.136667,-82.983333,2017-08-09,test
icbd,35.8930650485654,-79.0223515984113,2021-10-12,train
icgp,35.6811172884755,-79.2097919966689,2017-01-24,train
ickw,35.674623305502,-79.2218538665836,2020-07-15,train
icoa,40.3175,-75.20278,2018-08-20,test
icok,35.6812237472128,-79.2095942610965,2017-01-24,train
icqs,39.2184,-122.05,2020-05-19,test
iczg,35.6584681921215,-79.251860239691,2021-09-09,train
iczr,35.79,-79.0235745213879,2017-08-21,train
idbo,38.31806,-96.99139,2017-06-12,train
iddp,37.4125,-120.759,2018-07-10,train
idqb,35.61,-79.0022180876933,2021-08-11,train
idrd,41.697709,-73.28029,2019-06-25,test
idtj,35.79,-79.0341533745097,2020-09-24,train
idum,40.7024915402778,-85.935575,2020-07-07,train
idvn,35.98,-78.7688185004817,2017-01-18,train
idwe,39.40763,-99.44667,2017-07-24,test
idwu,35.84,-79.0606005073145,2020-08-07,train
idwy,35.8685613410869,-78.8262362903069,2017-02-14,train
ieaz,39.8734,-83.37433,2017-09-14,train
iebe,47.91805,-120.1638,2017-08-24,train
iefg,35.79,-79.0283696090179,2019-02-19,train
iegi,38.7605000178019,-75.2028333346049,2017-06-14,train
ieme,37.6106,-121.229,2017-09-12,test
iemh,35.6426058402683,-79.2813228399744,2020-06-10,train
iepg,35.8588406054205,-78.7484364279031,2019-07-02,train
ieqe,35.6627531562966,-79.243901382903,2019-06-11,train
ieth,35.8574119989008,-78.7370025823102,2019-09-25,train
ifbf,37.8717,-121.526,2017-06-20,train
ifme,38.990048,-80.475553,2020-09-24,test
ifqv,37.8717,-121.526,2017-09-19,train
ifvg,37.78239812,-97.53105031,2021-09-07,test
ifvh,35.8570082622757,-78.7337712781209,2019-06-06,train
igcz,37.2486,-120.851,2018-02-13,train
igds,39.1853,-121.704,2018-05-16,test
igfb,37.9792,-121.57,2017-05-16,train
igie,37.1145,-120.89,2017-08-08,train
igio,40.4189,-122.214,2017-11-30,train
igpi,37.4419,-121.003,2020-12-08,test
igrg,35.6638177436693,-79.2419240271793,2018-11-07,train
ihhz,35.718643993363,-79.1400902074079,2019-06-01,train
ihic,37.4419,-121.003,2018-02-13,test
ihjq,35.8882823223909,-78.9840730718611,2019-07-02,train
ihnh,35.6605973668669,-79.2479055282435,2020-06-10,train
ihur,35.68,-79.1087985530801,2021-05-20,train
ihxs,38.9353,-121.408,2018-01-23,train
iigd,36.14,-79.0691525708195,2021-05-18,train
iijv,35.7175261766217,-79.1421664309178,2018-08-28,train
iinq,41.55087787,-86.3616260258333,2018-08-27,test
iips,37.4583,-120.967,2017-09-12,train
iisb,38.84759761,-97.58813777,2019-10-14,train
ijdu,37.8817,-121.249,2018-01-11,train
ijfa,40.04056,-77.26778,2018-05-03,train
ijhm,35.6590271004921,-79.250822127936,2021-06-17,train
ijjn,35.98,-78.8023743516783,2019-02-26,test
ijku,39.12696,-77.13091,2017-06-12,train
ijnp,35.7169406535667,-79.1432539765658,2018-07-30,train
ijtc,37.4125,-120.759,2017-07-11,train
ijus,36.13,-79.110924210483,2020-06-23,test
ijva,40.39062,-76.07758,2020-08-14,test
ijvk,38.37611,-97.07583,2019-07-22,test
ijxi,37.2639,-120.906,2019-07-24,train
ijzx,40.4189,-122.214,2018-11-24,train
ikhd,37.4583,-120.967,2018-06-12,train
ikpm,35.6654678540969,-79.2388591258075,2017-09-20,test
ikqh,35.6480884652377,-79.2711394579972,2017-08-16,train
iksz,35.8928476519211,-79.0206116653863,2021-09-09,train
ikzu,35.6738248649725,-79.2233368833764,2021-03-17,train
ildd,35.61,-78.9485287257789,2019-09-01,train
ilky,35.7,-79.0388990282467,2020-06-10,train
ilnk,41.707665,-73.382964,2019-08-06,train
ilnr,44.761667,-82.783333,2019-08-05,train
ilon,40.418115,-76.592919,2018-08-21,test
ilth,38.7891000111898,-75.1654833316803,2018-06-06,train
ilvg,35.57,-78.9418175555395,2018-07-16,test
ilwv,38.7819903391667,-85.6982861111111,2019-07-08,train
imbq,42.027378,-78.967089,2019-08-08,train
imlf,41.7098691666667,-85.0363,2017-05-23,train
imww,35.6804785360519,-79.2109784101031,2017-05-17,train
inla,35.74,-79.02,2020-07-15,train
inmj,40.7201033333333,-85.1058325,2020-07-06,train
inmz,39.0223556408333,-86.4816555555556,2017-08-07,test
inoi,38.7078250249227,-75.0808666706085,2018-08-22,train
inyq,35.7205070212652,-79.1366298348914,2019-07-16,train
inze,38.7078250249227,-75.0808666706085,2017-07-24,train
inzi,35.643084904586,-79.2804330298987,2020-03-11,train
ioao,37.3294,-122.086,2019-10-28,train
ioky,35.8724744806842,-78.8575550847571,2019-06-11,train
iolv,38.7605000178019,-75.2028333346049,2018-09-12,train
ioma,41.707665,-73.382964,2018-07-31,train
ioto,35.6467577310218,-79.2736111526519,2018-06-13,train
ioyu,39.0803190688889,-86.4308666666667,2019-06-10,train
iozz,40.7024915402778,-85.935575,2018-05-21,train
ipdu,37.4419,-121.003,2017-10-10,test
ipfk,37.1145,-120.89,2020-07-14,train
iplu,35.9075063970794,-79.1379328636439,2020-08-13,train
ipqn,37.2486,-120.851,2021-02-09,train
ipri,35.98,-78.827976223332,2020-09-16,train
ipwa,40.03305,-75.85817,2018-08-23,test
iqbp,37.3133,-120.892,2021-06-15,train
iqlr,37.8717,-121.526,2017-04-18,train
iqnz,35.84,-79.0605510734214,2020-08-07,train
iqrp,35.98,-78.7797552223532,2017-09-27,train
iqvz,38.7040833155314,-75.0756833314896,2019-07-31,train
iqxu,37.2616,-120.906,2020-03-10,train
irag,41.55087787,-86.3616260258333,2017-06-27,test
irat,37.2486,-120.851,2018-04-10,train
irbm,37.9718,-121.374,2017-05-16,train
irex,40.4189,-122.214,2019-03-20,train
irgn,40.38382,-76.0402,2019-07-16,test
irgv,37.5582,-121.164,2018-02-13,test
iriz,37.8189,-121.358,2018-11-13,test
irqa,38.7078250249227,-75.0808666706085,2017-08-21,train
irso,35.8707974208568,-78.8441327442784,2018-06-13,train
irvh,37.4583,-120.967,2018-11-30,train
isap,38.7686666488647,-75.3178833325704,2018-08-08,train
iscg,35.6423396934251,-79.2818171789053,2020-08-13,train
iscw,38.7688166936239,-75.1965666611989,2019-09-11,train
iseg,36.06,-78.76,2020-06-24,train
isfa,41.707665,-73.382964,2019-08-13,train
ishx,35.79,-79.0223881079536,2017-05-17,train
isit,35.6769121683534,-79.2176025517776,2019-06-11,train
iskw,35.6744902320805,-79.222101036049,2020-08-13,train
isru,38.31806,-96.99139,2017-07-17,train
isyn,35.9017609143373,-79.0919489194115,2018-02-21,train
itfk,35.6916034740964,-79.1903150427903,2018-07-11,train
ithd,39.07868,-96.886523,2019-07-29,test
itqi,36.06,-78.76,2019-08-07,train
itsq,38.3068,-121.693,2020-01-16,train
ittz,38.307,-121.794,2018-04-17,test
itvu,36.16,-79.0997027167509,2020-06-23,train
iugr,35.98,-78.7695641860639,2017-02-07,test
iulz,38.7819903391667,-85.6982861111111,2017-08-21,train
ivcm,36.06,-78.76,2020-07-22,train
ivgy,40.64878,-76.00292,2019-08-20,test
iwed,35.6416210969485,-79.2831518940188,2021-04-28,train
iwhb,35.8831890295817,-78.9433089267038,2017-02-14,train
iwks,41.55087787,-86.3616260258333,2017-06-20,test
iwol,37.8717,-121.526,2021-04-21,train
iwpi,38.7208100001017,-75.0782333294551,2020-07-30,train
iwsq,35.61,-78.9979925360612,2021-05-18,train
iwuo,35.79,-79.02792470398,2018-12-06,train
iwzd,35.9057982805885,-79.1242619613045,2019-12-05,test
iwze,35.9078480203776,-79.1406670441117,2020-10-22,train
ixfn,42.038186,-78.908886,2020-08-24,test
ixll,41.37578,-75.27694,2020-08-17,test
ixlt,35.8919470086805,-79.0134033714255,2021-05-24,train
ixng,35.6927745202064,-79.1881399514942,2017-09-20,train
ixvi,36.16,-79.099752150644,2020-07-21,train
iydr,35.6488336763986,-79.2697553089906,2017-03-21,train
iyiq,37.9718,-121.374,2017-04-25,train
iykn,35.6930672817339,-79.1875961786702,2017-05-17,train
iyrk,38.4140402777778,-86.6678775,2021-06-07,train
iysj,37.4125,-120.759,2021-04-13,train
iyuz,36.13,-79.1111713799485,2020-06-23,train
iyzv,38.9353,-121.408,2017-12-26,train
izeb,35.6913107125689,-79.1908588156143,2018-10-18,train
izfv,35.9044939007227,-79.1138223631545,2019-06-11,train
izsz,41.3305639294444,-85.3836083333333,2019-06-17,train
iztq,38.7688166936239,-75.1965666611989,2019-07-24,train
izyj,36.03,-78.72,2018-08-16,train
jaar,35.649206281979,-79.2690632344873,2017-01-24,train
jace,38.307,-121.794,2021-04-28,test
jafd,35.6888355469274,-79.195456167672,2020-05-13,train
jamr,36.06,-78.76,2017-07-13,train
jbep,36.03,-78.6828160966743,2020-06-24,train
jbfo,38.307,-121.794,2019-02-04,test
jbjj,35.6622740919789,-79.2447911929787,2019-08-22,train
jchq,40.38412,-76.04043,2021-09-07,test
jcig,35.74,-79.02,2020-01-09,train
jcjz,41.55087787,-86.3616260258333,2019-06-17,test
jcmf,37.2486,-120.851,2019-12-05,train
jcsn,35.6735054887607,-79.2239300900935,2021-05-24,train
jctt,41.922276,-78.946581,2019-08-29,test
jdbh,41.702596,-85.022696,2021-08-02,test
jdcm,38.814,-86.0806397222222,2018-07-09,test
jdev,42.027378,-78.967089,2020-09-28,train
jdgt,35.6723876720195,-79.2260063136034,2021-11-08,test
jdhb,39.077955,-96.88081,2021-09-20,test
jdjy,37.2486,-120.851,2021-10-26,train
jdkk,39.7469388888889,-87.0759805555555,2018-07-23,train
jdqe,35.680824526948,-79.2103357694929,2017-03-21,train
jduv,37.3906,-120.958,2019-07-09,train
jdyw,35.67,-79.0496756169409,2020-06-03,test
jecj,35.642579225584,-79.2813722738675,2020-06-10,train
jegk,39.7469388888889,-87.0759805555555,2020-08-24,train
jehn,39.3992,-99.42481,2017-08-21,test
jeke,38.7078250249227,-75.0808666706085,2018-07-25,train
jekg,35.7242863064383,-79.1296102220722,2018-05-21,train
jetg,37.8817,-121.249,2021-04-21,train
jewi,35.98,-78.790443382364,2018-05-23,test
jeyd,37.3978,-120.96,2020-01-17,train
jezt,41.43988,-75.21219,2020-08-24,test
jfhy,38.814,-86.0806397222222,2017-05-15,test
jfjw,35.95,-79.24,2018-08-16,train
jfpc,35.909525080205,-79.1540893845904,2021-09-09,test
jfrs,37.2486,-120.851,2019-08-13,train
jfsc,36.11,-78.904781838293,2018-08-27,train
jfsd,35.6470504925493,-79.2730673798278,2018-04-11,train
jgel,41.702596,-85.022696,2021-08-17,test
jgik,35.79,-79.0233767858155,2017-08-16,train
jgsp,41.90316,-72.71538,2019-08-05,test
jhau,38.7784833272298,-75.3098166783651,2017-07-12,train
jhbf,37.5394,-121.122,2017-07-11,train
jhbz,35.9098045901763,-79.1563264413368,2021-11-08,test
jhge,37.4125,-120.759,2018-06-12,train
jhie,42.038186,-78.908886,2018-09-25,test
jhxc,41.24977,-74.9158,2019-08-19,test
jiby,35.79,-79.0367239369506,2021-06-17,train
jiiw,41.3305639294444,-85.3836083333333,2018-07-16,train
jijc,36.14,-79.0694491741781,2021-06-23,train
jipa,40.3803,-76.0316,2020-07-30,test
jiqv,39.0223556408333,-86.4816555555556,2019-06-10,test
jisc,38.37611,-97.07583,2017-06-05,test
jiub,38.7688166936239,-75.1965666611989,2017-07-12,train
jjgi,38.814,-86.0806397222222,2020-08-10,test
jjxa,38.7819903391667,-85.6982861111111,2018-06-11,train
jkai,41.7098691666667,-85.0363,2020-07-20,train
jkas,38.2104,-121.262,2019-05-21,train
jkbm,41.512172,-73.476168,2017-08-10,train
jkby,39.40763,-99.44667,2017-06-05,test
jkdf,37.2639,-120.906,2021-07-22,train
jkhn,36.16,-79.1053876144566,2020-08-19,train
jkpr,38.814,-86.0806397222222,2019-08-05,test
jkvn,35.6357126370301,-79.2941262182854,2017-09-20,test
jlgy,35.79,-79.0324231882515,2020-03-11,train
jlhc,41.697709,-73.28029,2019-06-18,test
jlji,35.6918962356239,-79.1897712699663,2018-05-09,test
jllb,30.43458,-84.56554,2017-06-27,train
jlrc,38.0601,-121.499,2020-04-28,train
jlzj,36.04,-79.0896676364531,2018-07-17,train
jmil,35.8725987073381,-78.8585493321999,2019-07-02,train
jmkl,35.7240467742794,-79.13005512711,2018-07-05,train
jmpu,35.6903259692492,-79.1926878696587,2019-06-11,train
jmqe,37.3032,-122.075,2018-04-10,train
jmrn,38.5287033398946,-75.4809633255005,2020-07-23,train
jmsj,35.8860151859575,-78.9659280560289,2018-06-13,train
jmwl,35.6776573795142,-79.216218402771,2019-01-15,train
jmxo,37.9674,-121.464,2019-08-20,train
jnbg,36.03,-78.72,2019-05-29,train
jnbk,35.65,-78.6820704110921,2021-05-18,train
jnff,35.7127887628131,-79.1509656638883,2021-07-13,train
jnhq,37.3978,-120.96,2021-01-29,train
jnqu,37.5394,-121.122,2021-10-26,train
jnrp,37.9792,-121.57,2018-03-14,train
jnug,38.7605000178019,-75.2028333346049,2020-07-15,train
jnxe,38.4140402777778,-86.6678775,2021-08-30,train
johg,35.81,-78.8821627089679,2017-07-06,train
jouw,36.17,-79.055063911288,2020-05-27,train
jpfl,36.03,-78.7017067980886,2021-08-16,test
jpmj,35.6489667498202,-79.2695081395252,2017-02-14,train
jpmr,39.1853,-121.704,2019-08-22,test
jpsw,35.6725207454411,-79.2257591441379,2021-10-12,train
jpyd,41.424144,-73.206937,2017-08-02,train
jpyj,39.3992,-99.42481,2017-06-19,test
